NaN	1734230019.466079931	173623	61.4465470114	23.8533709763	202.825672073	-3.8766534999e-05	-0.000503812683746	-0.000162993383128	-0.886600136757	-0.179026767612	-0.266707599163	0.33280107379	-5.82492017746	4.85764408112	6.22634315491	NaN	0.0257765054703	0.184027403593	-0.025179836899	NaN	NaN	NaN	NaN	NaN	1309050074990312704	0.00249999994412	0.000262875197222	-0.000187904253835	6.03948356002e-05	-0.0146022439003	0.0121149485931	0.0157023835927	0.0189999993891	-0.0189999993891	0.0410000011325	61.4465466	23.8532656	203.352	3	NaN	NaN	NaN	NaN	NaN	NaN	ins
NaN	1734230019.468332639	173624	61.4465470121	23.8533709852	202.825714631	0.000195311382413	-0.000305447378196	0.00059288344346	-0.88660043478	-0.179024830461	-0.266707003117	0.332802027464	-5.83697509766	4.84400844574	6.23749017715	NaN	0.0257287677377	0.184014230967	-0.0251664146781	NaN	NaN	NaN	NaN	NaN	1309050074992812288	0.00249999994412	0.00028541329084	-5.53655954718e-05	0.000402867823141	-0.0145505247638	0.0121376942843	0.015683542937	0.0189999993891	-0.0189999993891	0.0410000011325	61.4465466	23.8532656	203.352	3	NaN	NaN	NaN	NaN	NaN	NaN	ins
NaN	1734230019.471023994	173625	61.4465470118	23.853370995	202.825838991	-0.000525213312358	-1.50448759086e-05	0.000476706656627	-0.886600792408	-0.179025158286	-0.266707658768	0.332800328732	-5.81288480759	4.85987854004	6.20030260086	NaN	0.0257741324604	0.184032618999	-0.0250340178609	NaN	NaN	NaN	NaN	NaN	1309050074995312384	0.00249999994412	5.64601432416e-05	-0.000104710066807	2.71124754363e-05	-0.0144817661494	0.0121943354607	0.0155164385214	0.0189999993891	-0.0189999993891	0.0410000011325	61.4465466	23.8532656	203.352	3	NaN	NaN	NaN	NaN	NaN	NaN	ins
NaN	1734230019.473320817	173626	61.4465470125	23.8533710038	202.825885793	-0.000754763197619	-0.000383778649848	-0.00119844719302	-0.886600732803	-0.179027080536	-0.266707748175	0.332799494267	-5.80741691589	4.87253189087	6.18626117706	NaN	0.025754539296	0.183929890394	-0.0249910373241	NaN	NaN	NaN	NaN	NaN	1309050074997812480	0.00249999994412	0.000219655019464	-0.000161003990797	-7.70327096689e-05	-0.014523149468	0.0122010298073	0.015613310039	0.0189999993891	-0.0189999993891	0.0410000011325	61.4465466	23.8532656	203.352	3	NaN	NaN	NaN	NaN	NaN	NaN	ins
NaN	1734230019.476053421	173627	61.4465470131	23.8533710112	202.825881382	-0.00116282410454	0.000157493486768	-0.000679025892168	-0.886601269245	-0.179025530815	-0.266709297895	0.332797497511	-5.81319475174	4.8529510498	6.2049446106	NaN	0.0256776753813	0.184212684631	-0.0248867962509	NaN	NaN	NaN	NaN	NaN	1309050075000312576	0.00249999994412	-6.04405540798e-05	5.03530027345e-05	0.000175915658474	-0.0145106408745	0.0120964208618	0.015609877184	0.0189999993891	-0.0189999993891	0.0410000011325	61.4465466	23.8532656	203.352	3	NaN	NaN	NaN	NaN	NaN	NaN	ins
NaN	1734230019.478336702	173628	61.4465470137	23.8533710198	202.825913396	-0.000917088589631	0.000992796733044	-6.08444097452e-05	-0.886600732803	-0.179025545716	-0.266710579395	0.332797974348	-5.81054782867	4.83442401886	6.20685195923	NaN	0.0256264191121	0.184184253216	-0.0247962232679	NaN	NaN	NaN	NaN	NaN	1309050075002812416	0.00249999994412	0.000289906136459	7.73925494286e-05	9.99174590106e-05	-0.0145097486675	0.0121085867286	0.0156228505075	0.0189999993891	-0.0189999993891	0.0410000011325	61.4465466	23.8532656	203.352	3	NaN	NaN	NaN	NaN	NaN	NaN	ins
NaN	1734230019.480899671	173629	61.4465470145	23.8533710278	202.82602854	-0.000535397673957	0.00122101721354	-0.000371673435438	-0.886601746082	-0.179019615054	-0.266714721918	0.33279517293	-5.81935739517	4.84218215942	6.2090511322	NaN	0.0255867969245	0.18438526988	-0.0247442387044	NaN	NaN	NaN	NaN	NaN	1309050075005311488	0.00249899993651	4.89051453769e-05	0.000115729482786	8.69093128131e-05	-0.0145488455892	0.0121303452179	0.0156146464869	0.0189999993891	-0.0189999993891	0.0410000011325	61.4465466	23.8532656	203.352	3	NaN	NaN	NaN	NaN	NaN	NaN	ins
NaN	1734230019.483455087	173630	61.446547015	23.8533710362	202.826082921	-0.00017467525322	0.000160390249221	-0.000339909747709	-0.886601626873	-0.179020687938	-0.266713470221	0.332796007395	-5.82110643387	4.85773801804	6.21341323853	NaN	0.0255747642368	0.184315159917	-0.0247112028301	NaN	NaN	NaN	NaN	NaN	1309050075007812608	0.00250099995174	0.000393601629185	-0.000225654701353	0.00010905295494	-0.0145244915038	0.0121910218149	0.015650941059	0.0189999993891	-0.0189999993891	0.0410000011325	61.4465466	23.8532656	203.352	3	NaN	NaN	NaN	NaN	NaN	NaN	ins
NaN	1734230019.486039306	173631	61.4465470156	23.8533710459	202.826124393	0.000384421204217	-0.000703402271029	0.000740128103644	-0.886603236198	-0.179013416171	-0.266714513302	0.332794755697	-5.82455825806	4.86583614349	6.20241546631	NaN	0.0256297029555	0.184406831861	-0.024654449895	NaN	NaN	NaN	NaN	NaN	1309050075010312448	0.00249999994412	0.000209074671147	-0.000131724969833	0.000396277901018	-0.0145720206201	0.0121756345034	0.0155658675358	0.0189999993891	-0.0189999993891	0.0410000011325	61.4465466	23.8532656	203.352	3	NaN	NaN	NaN	NaN	NaN	NaN	ins
NaN	1734230019.488358733	173632	61.4465470162	23.8533710545	202.82615626	3.58379911631e-05	0.00031873624539	0.000777003937401	-0.886602699757	-0.179013311863	-0.26671564579	0.332795292139	-5.83344602585	4.88329839706	6.20909118652	NaN	0.025637300685	0.18429107964	-0.0247121434659	NaN	NaN	NaN	NaN	NaN	1309050075012812544	0.00249999994412	0.000293652090477	6.71600791975e-05	0.00011959332187	-0.01456308458	0.0122734624892	0.0156780704856	0.0189999993891	-0.0189999993891	0.0410000011325	61.4465466	23.8532656	203.352	3	NaN	NaN	NaN	NaN	NaN	NaN	ins
